"date","temperatures","humidity","pressure","energy"
"2021-01-01 00:00:00",-1.8,79,1018.5,90.112000000081
"2021-01-01 01:00:00",-2.9,83,1018.2,87.47
"2021-01-01 02:00:00",-2.9,81,1018.2,83.89600000000002
"2021-01-01 03:00:00",-2.8,86,1018.6,85.34200000000001
"2021-01-01 04:00:00",-2.9,87,1018.6,83.94
"2021-01-01 05:00:00",-4.1,93,1018.2,83.17599999999999
"2021-01-01 06:00:00",-4.8,92,1018.4,84.95600000000002
"2021-01-01 07:00:00",-4.3,94,1018.9,83.25200000000001
"2021-01-01 08:00:00",-3.9,95,1018.8,85.15199999999993
"2021-01-01 09:00:00",-3,95,1019.1,85.28800000000001
"2021-01-01 10:00:00",-2.5,93,1019.6,87.88
"2021-01-01 11:00:00",-0.9,86,1019.3,88.44800000000009
"2021-01-01 12:00:00",0.4,79,1018.4,85.25599999999997
"2021-01-01 13:00:00",1.5,74,1017.6,81.59199999999987
"2021-01-01 14:00:00",1.7,74,1017.3,81.68000000000006
"2021-01-01 15:00:00",2.8,70,1016.8,81.55200000000013
"2021-01-01 16:00:00",2.4,63,1016.8,86.30399999999986
"2021-01-01 17:00:00",2.1,67,1016.7,102.384
"2021-01-01 18:00:00",1.1,78,1016.7,102.46399999999994
"2021-01-01 19:00:00",1.5,72,1016.8,102.7360000000001
"2021-01-01 20:00:00",1.8,68,1017,100.17599999999992
"2021-01-01 21:00:00",1.1,76,1016.9,102.70400000000018
"2021-01-01 22:00:00",0.8,84,1017,96.192
"2021-01-01 23:00:00",0.7,87,1016.6,90.99199999999972
"2021-01-02 00:00:00",0.7,89,1016.6,85.05600000000004
"2021-01-02 01:00:00",0.2,95,1016.7,84.57600000000002
"2021-01-02 02:00:00",0.1,97,1016.8,81.44000000000005
"2021-01-02 03:00:00",-0.1,98,1016.5,80.60800000000017
"2021-01-02 04:00:00",0.2,98,1016.6,79.67999999999984
"2021-01-02 05:00:00",0,98,1016.4,83.96799999999985
"2021-01-02 06:00:00",0.1,98,1017,86.27200000000039
"2021-01-02 07:00:00",0,98,1017.6,91.712
"2021-01-02 08:00:00",-0.5,97,1018.2,92.86400000000005
"2021-01-02 09:00:00",-0.3,94,1019.1,90.97599999999966
"2021-01-02 10:00:00",0.7,79,1020,92
"2021-01-02 11:00:00",1.4,64,1020.1,93.40800000000036
"2021-01-02 12:00:00",1.5,55,1019.8,91.58399999999985
"2021-01-02 13:00:00",2.2,48,1020,89.72800000000007
"2021-01-02 14:00:00",2.5,46,1019.8,90.46399999999994
"2021-01-02 15:00:00",2.4,38,1019.5,95.93600000000016
"2021-01-02 16:00:00",1.7,33,1019.8,105.1519999999996
"2021-01-02 17:00:00",0.2,41,1021.6,107.29600000000028
"2021-01-02 18:00:00",-0.6,48,1022.2,122.7199999999998
"2021-01-02 19:00:00",-1,51,1022.3,119.58400000000027
"2021-01-02 20:00:00",-1.9,54,1022.1,112.96000000000004
"2021-01-02 21:00:00",-2.3,54,1022.1,100.288
"2021-01-02 22:00:00",-2.6,55,1021.7,97.88799999999992
"2021-01-02 23:00:00",-3.1,58,1022.8,92.35199999999986
"2021-01-03 00:00:00",-2.9,57,1023.2,86.84799999999996
"2021-01-03 01:00:00",-2.6,56,1024.1,84.92799999999988
"2021-01-03 02:00:00",-2.6,62,1024.1,84.48000000000047
"2021-01-03 03:00:00",-2.7,59,1024.2,85.3119999999999
"2021-01-03 04:00:00",-2.6,56,1024,83.77599999999984
"2021-01-03 05:00:00",-2.7,55,1024.6,84.28799999999956
"2021-01-03 06:00:00",-2.8,56,1025.1,92.54400000000078
"2021-01-03 07:00:00",-2.9,59,1025.1,91.07200000000012
"2021-01-03 08:00:00",-3.2,57,1024.9,90.17599999999948
"2021-01-03 09:00:00",-2.2,52,1025.2,88.51199999999972
"2021-01-03 10:00:00",-0.7,45,1025.9,85.95200000000023
"2021-01-03 11:00:00",0.3,42,1025.6,87.10400000000027
"2021-01-03 12:00:00",1.1,43,1025,91.58399999999985
"2021-01-03 13:00:00",2.3,44,1024,89.92000000000007
"2021-01-03 14:00:00",3.4,42,1023.6,94.27199999999992
"2021-01-03 15:00:00",2.8,47,1023.8,105.72800000000008
"2021-01-03 16:00:00",2.3,49,1023.5,114.5600000000004
"2021-01-03 17:00:00",1.5,51,1023.6,119.55199999999968
"2021-01-03 18:00:00",0.8,54,1023.9,117.3119999999999
"2021-01-03 19:00:00",0.5,55,1024,107.52000000000044
"2021-01-03 20:00:00",0.1,58,1024,113.91999999999916
"2021-01-03 21:00:00",-0.3,58,1024.1,131.52000000000044
"2021-01-03 22:00:00",-0.5,58,1024.2,130.1760000000004
"2021-01-03 23:00:00",-0.7,61,1024.5,121.34399999999914
"2021-01-04 00:00:00",-1.3,68,1024.3,106.9440000000004
"2021-01-04 01:00:00",-1.2,70,1024.5,103.48800000000028
"2021-01-04 02:00:00",-2.3,74,1024.5,97.53600000000006
"2021-01-04 03:00:00",-2.5,76,1024.3,93.2479999999996
"2021-01-04 04:00:00",-2.5,77,1024.1,94.40000000000056
"2021-01-04 05:00:00",-2.9,81,1023.8,93.5679999999993
"2021-01-04 06:00:00",-3.5,84,1023.7,96
"2021-01-04 07:00:00",-2.8,73,1023,101.76000000000022
"2021-01-04 08:00:00",-2.3,64,1021.8,97.40800000000036
"2021-01-04 09:00:00",-2.8,83,1023,121.85599999999975
"2021-01-04 10:00:00",-0.7,63,1024.1,152.2560000000003
"2021-01-04 11:00:00",0.8,56,1023.8,166.78399999999965
"2021-01-04 12:00:00",3.6,48,1022.3,172.15999999999983
"2021-01-04 13:00:00",4.7,49,1021.7,158.39999999999964
"2021-01-04 14:00:00",5.8,46,1020.8,166.14400000000023
"2021-01-04 15:00:00",6.6,48,1020.3,181.2479999999996
"2021-01-04 16:00:00",5.6,57,1020,159.4880000000012
"2021-01-04 17:00:00",4.5,61,1019.6,218.7519999999986
"2021-01-04 18:00:00",4.1,62,1019.9,192.2560000000012
"2021-01-04 19:00:00",3.3,72,1020.2,150.01599999999962
"2021-01-04 20:00:00",2.7,81,1020,134.65600000000086
"2021-01-04 21:00:00",2.2,83,1020.6,139.0079999999998
"2021-01-04 22:00:00",1.9,86,1020.2,134.52800000000025
"2021-01-04 23:00:00",1.4,88,1020.1,122.6239999999998
"2021-01-05 00:00:00",1.7,90,1020.2,116.35199999999897
"2021-01-05 01:00:00",1.3,93,1019.8,110.59200000000055
"2021-01-05 02:00:00",1.2,92,1019.8,100.73599999999897
"2021-01-05 03:00:00",1.1,92,1019.7,99.20000000000071
"2021-01-05 04:00:00",1.2,93,1019.2,96.89600000000064
"2021-01-05 05:00:00",1.2,95,1018.4,97.02399999999945
"2021-01-05 06:00:00",1.4,94,1018.6,94.71999999999936
"2021-01-05 07:00:00",1.9,84,1020.3,95.8720000000012
"2021-01-05 08:00:00",1.1,67,1020.6,99.58399999999892
"2021-01-05 09:00:00",1.7,62,1021.3,111.616
"2021-01-05 10:00:00",2.7,58,1021.5,137.85599999999977
"2021-01-05 11:00:00",2.9,50,1021.9,155.00800000000163
"2021-01-05 12:00:00",2.1,54,1021.7,156.79999999999927
"2021-01-05 13:00:00",1.6,54,1020.2,152.3199999999997
"2021-01-05 14:00:00",1.3,50,1019,168.70399999999972
"2021-01-05 15:00:00",0.3,49,1019.2,173.82400000000052
"2021-01-05 16:00:00",-0.2,48,1018.7,175.48799999999935
"2021-01-05 17:00:00",-0.8,47,1019.3,166.65600000000086
"2021-01-05 18:00:00",-1.5,48,1020.4,157.6959999999999
"2021-01-05 19:00:00",-2.1,49,1020.5,133.2479999999996
"2021-01-05 20:00:00",-2.5,52,1020.3,127.7440000000006
"2021-01-05 21:00:00",-2.8,55,1020.6,125.95199999999932
"2021-01-05 22:00:00",-3.2,58,1020.3,111.8720000000012
"2021-01-05 23:00:00",-3.5,63,1020.5,108.15999999999984
"2021-01-06 00:00:00",-4,65,1020.5,105.08799999999974
"2021-01-06 01:00:00",-4.3,64,1020.6,98.17599999999948
"2021-01-06 02:00:00",-4.9,62,1020.3,96.76800000000004
"2021-01-06 03:00:00",-5.1,61,1020.1,93.69599999999993
"2021-01-06 04:00:00",-5.1,60,1018.9,92.15999999999984
"2021-01-06 05:00:00",-5.4,61,1018.9,91.39199999999984
"2021-01-06 06:00:00",-5.4,59,1018.5,90.496000000001
"2021-01-06 07:00:00",-5.4,62,1018.4,96
"2021-01-06 08:00:00",-4.9,57,1018.5,94.84799999999996
"2021-01-06 09:00:00",-4.5,55,1019,106.7520000000004
"2021-01-06 10:00:00",-3.9,55,1018.4,148.09599999999955
"2021-01-06 11:00:00",-1.8,53,1017.8,155.2639999999992
"2021-01-06 12:00:00",-0.8,51,1017.2,165.76000000000022
"2021-01-06 13:00:00",-0.8,51,1014.7,167.04000000000087
"2021-01-06 14:00:00",0.1,50,1013.9,174.46399999999994
"2021-01-06 15:00:00",1.5,44,1013.4,157.95199999999932
"2021-01-06 16:00:00",0.4,48,1013.7,159.23199999999997
"2021-01-06 17:00:00",-0.3,55,1014,160.63999999999942
"2021-01-06 18:00:00",-1.8,81,1014,158.72000000000116
"2021-01-06 19:00:00",-1.8,87,1013.7,136.0640000000003
"2021-01-06 20:00:00",-1.7,84,1013.6,127.48799999999936
"2021-01-06 21:00:00",-1.5,83,1012.6,126.97600000000055
"2021-01-06 22:00:00",-1.9,92,1012,117.887999999999
"2021-01-06 23:00:00",-1.9,96,1012,106.3680000000004
